"movie_title","director_name","title_year","imdb_score","rating_category","budget","gross","profit","roi","budget_category","is_profitable","duration","content_rating","primary_genre","language","country","num_voted_users","num_critic_for_reviews","num_user_for_reviews","movie_facebook_likes","budget_outlier","gross_outlier","profit_outlier","roi_outlier","imdb_score_outlier"
"The General's Daughter ","Simon West",1999,6.3,"Average",9.5e+07,102678089,7678089,0.0808219894736842,"High",1,116,"R","Drama","English","USA",42705,113,274,885,FALSE,FALSE,FALSE,FALSE,FALSE
"The Truman Show ","Peter Weir",1998,8.1,"Excellent",6e+07,125603360,65603360,1.09338933333333,"High",1,103,"PG","Comedy","English","USA",667983,213,877,18000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Prince of Egypt ","Brenda Chapman",1998,7,"Good",7e+07,101217900,31217900,0.44597,"High",1,99,"PG","Adventure","English","USA",91093,120,353,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Daddy Day Care ","Steve Carr",2003,5.5,"Average",6e+07,104148781,44148781,0.735813016666667,"High",1,92,"PG","Comedy","English","USA",49486,81,116,886,FALSE,FALSE,FALSE,FALSE,FALSE
"2 Guns ","Baltasar Kormákur",2013,6.7,"Good",6.1e+07,75573300,14573300,0.238906557377049,"High",1,109,"R","Action","English","USA",156898,265,172,22000,FALSE,FALSE,FALSE,FALSE,FALSE
"Cats & Dogs ","Lawrence Guterman",2001,5.2,"Poor",6e+07,93375151,33375151,0.556252516666667,"High",1,87,"PG","Action","English","USA",46031,105,235,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Italian Job ","F. Gary Gray",2003,7,"Good",6e+07,106126012,46126012,0.768766866666667,"High",1,111,"PG-13","Action","English","USA",285623,155,497,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Two Weeks Notice ","Marc Lawrence",2002,6.1,"Average",6e+07,93307796,33307796,0.555129933333333,"High",1,101,"PG-13","Comedy","English","USA",85673,118,269,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Antz ","Eric Darnell",1998,6.6,"Good",1.05e+08,90646554,-14353446,-0.136699485714286,"High",0,83,"PG","Adventure","English","USA",124641,131,289,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Couples Retreat ","Peter Billingsley",2009,5.5,"Average",6e+07,109176215,49176215,0.819603583333333,"High",1,113,"PG-13","Comedy","English","USA",83506,166,144,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Days of Thunder ","Tony Scott",1990,5.9,"Average",6e+07,82670733,22670733,0.37784555,"High",1,107,"PG-13","Action","English","USA",60476,60,97,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Cheaper by the Dozen 2 ","Adam Shankman",2005,5.4,"Poor",6e+07,82569532,22569532,0.376158866666667,"High",1,94,"PG","Adventure","English","USA",42737,77,128,781,FALSE,FALSE,FALSE,FALSE,FALSE
"The Scorch Trials ","Wes Ball",2015,6.4,"Average",6.1e+07,81687587,20687587,0.339140770491803,"High",1,132,"PG-13","Action","English","USA",138246,249,360,24000,FALSE,FALSE,FALSE,FALSE,FALSE
"Eat Pray Love ","Ryan Murphy",2010,5.7,"Average",6e+07,80574010,20574010,0.342900166666667,"High",1,140,"PG-13","Drama","English","USA",63493,213,302,26000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Family Man ","Brett Ratner",2000,6.7,"Good",6e+07,75764085,15764085,0.26273475,"High",1,125,"PG-13","Comedy","English","USA",85844,121,322,0,FALSE,FALSE,FALSE,FALSE,FALSE
"RED ","Robert Schwentke",2010,7.1,"Good",5.8e+07,90356857,32356857,0.557876844827586,"High",1,111,"PG-13","Action","English","USA",238916,315,328,32000,FALSE,FALSE,FALSE,FALSE,FALSE
"Any Given Sunday ","Oliver Stone",1999,6.8,"Good",5.5e+07,75530832,20530832,0.373287854545455,"High",1,156,"R","Drama","English","USA",97047,171,452,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Horse Whisperer ","Robert Redford",1998,6.5,"Good",6e+07,75370763,15370763,0.256179383333333,"High",1,170,"PG-13","Drama","English","USA",32353,96,263,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Collateral ","Michael Mann",2004,7.6,"Excellent",6.5e+07,100003492,35003492,0.538515261538462,"High",1,120,"R","Crime","English","USA",293662,299,836,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Scorpion King ","Chuck Russell",2002,5.5,"Average",6e+07,90341670,30341670,0.5056945,"High",1,100,"PG-13","Action","English","USA",102129,167,432,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Ladder 49 ","Jay Russell",2004,6.5,"Good",5.5e+07,74540762,19540762,0.355286581818182,"High",1,115,"PG-13","Action","English","USA",48753,125,323,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Jack Reacher ","Christopher McQuarrie",2012,7,"Good",6e+07,80033643,20033643,0.33389405,"High",1,130,"PG-13","Action","English","USA",226570,387,448,38000,FALSE,FALSE,FALSE,FALSE,FALSE
"Deep Blue Sea ","Renny Harlin",1999,5.8,"Average",6e+07,73648142,13648142,0.227469033333333,"High",1,105,"R","Action","English","USA",99043,199,643,0,FALSE,FALSE,FALSE,FALSE,FALSE
"This Is It ","Kenny Ortega",2009,7.3,"Good",6e+07,71844424,11844424,0.197407066666667,"High",1,111,"PG","Documentary","English","USA",33158,136,223,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Contagion ","Steven Soderbergh",2011,6.6,"Good",6e+07,75638743,15638743,0.260645716666667,"High",1,106,"PG-13","Drama","English","USA",180479,436,411,42000,FALSE,FALSE,FALSE,FALSE,FALSE
"Kangaroo Jack ","David McNally",2003,4.4,"Poor",6e+07,66734992,6734992,0.112249866666667,"High",1,89,"PG","Action","English","USA",23476,73,181,858,FALSE,FALSE,FALSE,FALSE,FALSE
"Coraline ","Henry Selick",2009,7.7,"Excellent",6e+07,75280058,15280058,0.254667633333333,"High",1,100,"PG","Animation","English","USA",143121,310,279,10000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Happening ","M. Night Shyamalan",2008,5,"Poor",4.8e+07,64505912,16505912,0.343873166666667,"Medium",1,91,"R","Sci-Fi","English","USA",163130,323,1264,6000,FALSE,FALSE,FALSE,FALSE,FALSE
"Man on Fire ","Tony Scott",2004,7.7,"Excellent",7e+07,77862546,7862546,0.112322085714286,"High",1,146,"R","Action","English","USA",266310,171,690,14000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Shaggy Dog ","Brian Robbins",2006,4.4,"Poor",5e+07,61112916,11112916,0.22225832,"High",1,98,"PG","Comedy","English","USA",14888,76,83,747,FALSE,FALSE,FALSE,FALSE,FALSE
"Starsky & Hutch ","Todd Phillips",2004,6.1,"Average",6e+07,88200225,28200225,0.47000375,"High",1,101,"PG-13","Comedy","English","USA",120795,173,308,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Jingle All the Way ","Brian Levant",1996,5.4,"Poor",6e+07,60573641,573641,0.00956068333333333,"High",1,94,"PG","Comedy","English","USA",68406,81,162,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Hellboy ","Guillermo del Toro",2004,6.8,"Good",6.6e+07,59035104,-6964896,-0.105528727272727,"High",0,132,"PG-13","Action","English","USA",244566,242,597,0,FALSE,FALSE,FALSE,FALSE,FALSE
"A Civil Action ","Steven Zaillian",1998,6.5,"Good",6e+07,56702901,-3297099,-0.05495165,"High",0,115,"PG-13","Drama","English","USA",23302,110,181,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"ParaNorman ","Chris Butler",2012,7,"Good",6e+07,55994557,-4005443,-0.0667573833333333,"High",0,92,"PG","Adventure","English","USA",72287,328,176,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Jackal ","Michael Caton-Jones",1997,6.3,"Average",6e+07,54910560,-5089440,-0.084824,"High",0,124,"R","Action","English","USA",88225,83,227,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Paycheck ","John Woo",2003,6.3,"Average",6e+07,53789313,-6210687,-0.10351145,"High",0,119,"PG-13","Action","English","USA",89816,196,347,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Up Close & Personal ","Jon Avnet",1996,6.1,"Average",6e+07,51045801,-8954199,-0.14923665,"High",0,124,"PG-13","Drama","English","USA",11370,34,54,829,FALSE,FALSE,FALSE,FALSE,FALSE
"The Tale of Despereaux ","Sam Fell",2008,6.1,"Average",6e+07,50818750,-9181250,-0.153020833333333,"High",0,93,"G","Adventure","English","UK",31209,118,106,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Tuxedo ","Kevin Donovan",2002,5.3,"Poor",6e+07,50189179,-9810821,-0.163513683333333,"High",0,98,"PG-13","Action","English","USA",61966,81,207,797,FALSE,FALSE,FALSE,FALSE,FALSE
"Under Siege 2: Dark Territory ","Geoff Murphy",1995,5.4,"Poor",6e+07,50024083,-9975917,-0.166265283333333,"High",0,92,"R","Action","English","USA",35918,47,126,1000,FALSE,FALSE,FALSE,FALSE,FALSE
"Jack Ryan: Shadow Recruit ","Kenneth Branagh",2014,6.2,"Average",6e+07,50549107,-9450893,-0.157514883333333,"High",0,105,"PG-13","Action","English","USA",99035,313,289,17000,FALSE,FALSE,FALSE,FALSE,FALSE
"Joy ","David O. Russell",2015,6.6,"Good",6e+07,56443482,-3556518,-0.0592753,"High",0,124,"PG-13","Biography","English","USA",75329,315,256,24000,FALSE,FALSE,FALSE,FALSE,FALSE
"London Has Fallen ","Babak Najafi",2016,5.9,"Average",6e+07,62401264,2401264,0.0400210666666667,"High",1,99,"R","Action","English","UK",69484,225,323,28000,FALSE,FALSE,FALSE,FALSE,FALSE
"Alien: Resurrection ","Jean-Pierre Jeunet",1997,6.3,"Average",7.5e+07,47748610,-27251390,-0.363351866666667,"High",0,116,"R","Action","English","USA",170179,223,656,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Shooter ","Antoine Fuqua",2007,7.2,"Good",6.1e+07,46975183,-14024817,-0.229915032786885,"High",0,124,"R","Action","English","USA",256213,198,338,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Boxtrolls ","Graham Annable",2014,6.8,"Good",6e+07,50807639,-9192361,-0.153206016666667,"High",0,96,"PG","Adventure","English","USA",40883,219,122,11000,FALSE,FALSE,FALSE,FALSE,FALSE
"Practical Magic ","Griffin Dunne",1998,6.1,"Average",4.8e+07,46611204,-1388796,-0.02893325,"Medium",0,104,"PG-13","Comedy","English","USA",55749,92,257,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Lego Movie ","Phil Lord",2014,7.8,"Excellent",6e+07,257756197,197756197,3.29593661666667,"High",1,100,"PG","Action","English","Australia",246698,435,471,64000,FALSE,TRUE,TRUE,FALSE,FALSE
"Miss Congeniality 2: Armed and Fabulous ","John Pasquin",2005,5,"Poor",4.5e+07,48472213,3472213,0.0771602888888889,"Medium",1,115,"PG-13","Action","English","USA",51252,111,156,621,FALSE,FALSE,FALSE,FALSE,FALSE
"Reign of Fire ","Rob Bowman",2002,6.2,"Average",6e+07,43060566,-16939434,-0.2823239,"High",0,101,"PG-13","Action","English","USA",107859,138,569,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Gangster Squad ","Ruben Fleischer",2013,6.7,"Good",6e+07,45996718,-14003282,-0.233388033333333,"High",0,113,"R","Action","English","USA",173530,415,264,40000,FALSE,FALSE,FALSE,FALSE,FALSE
"Year One ","Harold Ramis",2009,4.9,"Poor",6e+07,43337279,-16662721,-0.277712016666667,"High",0,100,"PG-13","Adventure","English","USA",76770,170,203,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Invictus ","Clint Eastwood",2009,7.4,"Good",6e+07,37479778,-22520222,-0.375337033333333,"High",0,134,"PG-13","Biography","English","USA",124222,306,259,23000,FALSE,FALSE,FALSE,FALSE,FALSE
"Duplicity ","Tony Gilroy",2009,6.2,"Average",6e+07,40559930,-19440070,-0.324001166666667,"High",0,125,"PG-13","Comedy","English","USA",41727,211,184,0,FALSE,FALSE,FALSE,FALSE,FALSE
"My Favorite Martian ","Donald Petrie",1999,4.9,"Poor",6.5e+07,36830057,-28169943,-0.433383738461538,"High",0,94,"PG","Comedy","English","USA",10883,49,73,448,FALSE,FALSE,FALSE,FALSE,FALSE
"The Sentinel ","Clark Johnson",2006,6.1,"Average",6e+07,36279230,-23720770,-0.395346166666667,"High",0,107,"PG-13","Action","English","USA",42144,161,213,690,FALSE,FALSE,FALSE,FALSE,FALSE
"Planet 51 ","Jorge Blanco",2009,6.1,"Average",7e+07,42194060,-27805940,-0.397227714285714,"High",0,91,"PG","Adventure","English","Spain",41259,156,72,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Star Trek: Nemesis ","Stuart Baird",2002,6.4,"Average",6e+07,43119879,-16880121,-0.28133535,"High",0,116,"PG-13","Action","English","USA",58450,172,842,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Intolerable Cruelty ","Joel Coen",2003,6.3,"Average",6e+07,35096190,-24903810,-0.4150635,"High",0,100,"PG-13","Comedy","English","USA",76560,161,322,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Edge of Darkness ","Martin Campbell",2010,6.6,"Good",8e+07,43290977,-36709023,-0.4588627875,"High",0,117,"R","Crime","English","UK",75201,258,256,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Relic ","Peter Hyams",1997,5.7,"Average",4e+07,33927476,-6072524,-0.1518131,"Medium",0,110,"R","Horror","English","UK",19176,95,165,956,FALSE,FALSE,FALSE,FALSE,FALSE
"Analyze That ","Harold Ramis",2002,5.9,"Average",6e+07,32122249,-27877751,-0.464629183333333,"High",0,96,"R","Comedy","English","USA",69319,105,138,846,FALSE,FALSE,FALSE,FALSE,FALSE
"Righteous Kill ","Jon Avnet",2008,6,"Average",6e+07,40076438,-19923562,-0.332059366666667,"High",0,101,"R","Action","English","USA",73368,198,248,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Mercury Rising ","Harold Becker",1998,6.1,"Average",6e+07,32940507,-27059493,-0.45099155,"High",0,111,"R","Action","English","USA",54314,79,127,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Soloist ","Joe Wright",2009,6.7,"Good",6e+07,31670931,-28329069,-0.47215115,"High",0,117,"PG-13","Biography","English","UK",44099,210,143,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Legend of Bagger Vance ","Robert Redford",2000,6.7,"Good",6e+07,30695227,-29304773,-0.488412883333333,"High",0,126,"PG-13","Drama","English","USA",45296,125,267,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Almost Famous ","Cameron Crowe",2000,7.9,"Excellent",6e+07,32522352,-27477648,-0.4579608,"High",0,152,"R","Adventure","English","USA",207287,149,822,15000,FALSE,FALSE,FALSE,FALSE,FALSE
"xXx: State of the Union ","Lee Tamahori",2005,4.3,"Poor",8.7e+07,26082914,-60917086,-0.700196390804598,"High",0,101,"PG-13","Action","English","USA",51349,77,213,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Priest ","Scott Stewart",2011,5.7,"Average",6e+07,29136626,-30863374,-0.514389566666667,"High",0,87,"PG-13","Action","English","USA",97089,225,233,20000,FALSE,FALSE,FALSE,FALSE,FALSE
"Sinbad: Legend of the Seven Seas ","Patrick Gilmore",2003,6.7,"Good",6e+07,26288320,-33711680,-0.561861333333333,"High",0,85,"PG","Adventure","English","USA",36144,98,91,880,FALSE,FALSE,FALSE,FALSE,FALSE
"Event Horizon ","Paul W.S. Anderson",1997,6.7,"Good",6e+07,26616590,-33383410,-0.556390166666667,"High",0,130,"R","Horror","English","UK",120416,172,857,10000,FALSE,FALSE,FALSE,FALSE,FALSE
"Dragonfly ","Tom Shadyac",2002,6.1,"Average",6e+07,30063805,-29936195,-0.498936583333333,"High",0,104,"PG-13","Drama","English","USA",31788,117,243,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Black Dahlia ","Brian De Palma",2006,5.6,"Average",5e+07,22518325,-27481675,-0.5496335,"High",0,121,"R","Crime","English","Germany",63363,240,644,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Flyboys ","Tony Bill",2006,6.6,"Good",6e+07,13082288,-46917712,-0.781961866666667,"High",0,140,"PG-13","Action","English","UK",35565,123,247,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Last Castle ","Rod Lurie",2001,6.9,"Good",6e+07,18208078,-41791922,-0.696532033333333,"High",0,131,"R","Action","English","USA",57100,110,281,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Supernova ","Walter Hill",2000,4.8,"Poor",6.5e+07,14218868,-50781132,-0.781248184615385,"High",0,91,"PG-13","Horror","English","USA",14596,100,282,589,FALSE,FALSE,FALSE,FALSE,FALSE
"Winter's Tale ","Akiva Goldsman",2014,6.2,"Average",6e+07,22451,-59977549,-0.999625816666667,"High",0,118,"PG-13","Drama","English","USA",41288,189,126,17000,FALSE,FALSE,FALSE,FALSE,FALSE
"The Mortal Instruments: City of Bones ","Harald Zwart",2013,6,"Average",6e+07,31165421,-28834579,-0.480576316666667,"High",0,130,"PG-13","Fantasy","English","USA",107028,212,457,44000,FALSE,FALSE,FALSE,FALSE,FALSE
"Meet Dave ","Brian Robbins",2008,4.9,"Poor",6e+07,11802056,-48197944,-0.803299066666667,"High",0,90,"PG","Adventure","English","USA",31640,127,109,791,FALSE,FALSE,FALSE,FALSE,FALSE
"Dark Water ","Walter Salles",2005,5.6,"Average",3e+07,25472967,-4527033,-0.1509011,"Medium",0,103,"PG-13","Drama","English","USA",44966,196,411,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Edtv ","Ron Howard",1999,6.1,"Average",5.5e+07,22362500,-32637500,-0.593409090909091,"High",0,122,"PG-13","Comedy","English","USA",35599,115,195,641,FALSE,FALSE,FALSE,FALSE,FALSE
"Inkheart ","Iain Softley",2008,6.1,"Average",6e+07,17281832,-42718168,-0.711969466666667,"High",0,106,"PG","Adventure","English","Germany",60232,161,110,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Spirit ","Frank Miller",2008,4.8,"Poor",6e+07,19781879,-40218121,-0.670302016666667,"High",0,103,"PG-13","Action","English","USA",53864,223,290,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"Mortdecai ","David Koepp",2015,5.5,"Average",6e+07,7605668,-52394332,-0.873238866666667,"High",0,107,"R","Action","English","UK",47320,181,188,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"In the Name of the King: A Dungeon Siege Tale ","Uwe Boll",2007,3.8,"Poor",6e+07,4535117,-55464883,-0.924414716666667,"High",0,156,"PG-13","Action","English","Germany",38398,140,368,0,FALSE,FALSE,FALSE,FALSE,TRUE
"Beyond Borders ","Martin Campbell",2003,6.5,"Good",3.5e+07,4426297,-30573703,-0.873534371428571,"Medium",0,127,"R","Adventure","English","USA",22570,54,156,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Great Raid ","John Dahl",2005,6.7,"Good",8e+07,10166502,-69833498,-0.872918725,"High",0,132,"R","Action","Filipino","USA",18209,81,183,0,FALSE,FALSE,TRUE,FALSE,FALSE
"Deadpool ","Tim Miller",2016,8.1,"Excellent",5.8e+07,363024263,305024263,5.25903901724138,"High",1,108,"R","Action","English","USA",479047,579,1058,117000,FALSE,TRUE,TRUE,TRUE,FALSE
"Holy Man ","Stephen Herek",1998,4.9,"Poor",6e+07,12065985,-47934015,-0.79890025,"High",0,114,"PG","Comedy","English","USA",16260,56,88,296,FALSE,FALSE,FALSE,FALSE,FALSE
"American Sniper ","Clint Eastwood",2014,7.3,"Good",58800000,350123553,291323553,4.95448219387755,"High",1,133,"R","Action","English","USA",325264,490,916,112000,FALSE,TRUE,TRUE,TRUE,FALSE
"Goosebumps ","Rob Letterman",2015,6.4,"Average",5.8e+07,80021740,22021740,0.379685172413793,"High",1,103,"PG","Adventure","English","USA",47968,218,154,35000,FALSE,FALSE,FALSE,FALSE,FALSE
"Just Like Heaven ","Mark Waters",2005,6.7,"Good",5.8e+07,48291624,-9708376,-0.167385793103448,"High",0,95,"PG-13","Comedy","English","USA",82819,142,263,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Flintstones in Viva Rock Vegas ","Brian Levant",2000,3.6,"Poor",6e+07,35231365,-24768635,-0.412810583333333,"High",0,90,"PG","Comedy","English","USA",15517,57,85,500,FALSE,FALSE,FALSE,FALSE,TRUE
"Rambo III ","Peter MacDonald",1988,5.7,"Average",6.3e+07,53715611,-9284389,-0.147371253968254,"High",0,87,"R","Action","English","USA",92106,84,171,2000,FALSE,FALSE,FALSE,FALSE,FALSE
"Leatherheads ","George Clooney",2008,6,"Average",5.8e+07,31199215,-26800785,-0.4620825,"High",0,114,"PG-13","Comedy","English","USA",27664,186,120,472,FALSE,FALSE,FALSE,FALSE,FALSE
"Did You Hear About the Morgans? ","Marc Lawrence",2009,4.7,"Poor",5.8e+07,29580087,-28419913,-0.4899985,"High",0,103,"PG-13","Comedy","English","USA",29523,133,121,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Internship ","Shawn Levy",2013,6.3,"Average",5.8e+07,44665963,-13334037,-0.229897189655172,"High",0,125,"PG-13","Comedy","English","USA",159931,246,281,22000,FALSE,FALSE,FALSE,FALSE,FALSE
"Resident Evil: Afterlife ","Paul W.S. Anderson",2010,5.9,"Average",6e+07,60128566,128566,0.00214276666666667,"High",1,97,"R","Action","English","Germany",131447,253,410,19000,FALSE,FALSE,FALSE,FALSE,FALSE
"Red Tails ","Anthony Hemingway",2012,5.9,"Average",5.8e+07,49875589,-8124411,-0.140076051724138,"High",0,125,"PG-13","Action","English","USA",28807,144,273,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Devil's Advocate ","Taylor Hackford",1997,7.5,"Excellent",5.7e+07,60984028,3984028,0.0698952280701754,"High",1,136,"R","Drama","English","USA",259519,117,431,11000,FALSE,FALSE,FALSE,FALSE,FALSE
"That's My Boy ","Sean Anders",2012,5.6,"Average",7e+07,36931089,-33068911,-0.472413014285714,"High",0,116,"R","Comedy","English","USA",70681,157,198,12000,FALSE,FALSE,FALSE,FALSE,FALSE
"DragonHeart ","Rob Cohen",1996,6.4,"Average",5.7e+07,51317350,-5682650,-0.0996956140350877,"High",0,103,"PG-13","Action","English","USA",78343,60,139,0,FALSE,FALSE,FALSE,FALSE,FALSE
"After the Sunset ","Brett Ratner",2004,6.3,"Average",5.8e+07,28328132,-29671868,-0.511583931034483,"High",0,97,"PG-13","Action","English","USA",38298,117,147,782,FALSE,FALSE,FALSE,FALSE,FALSE
"Ghost Rider: Spirit of Vengeance ","Mark Neveldine",2011,4.3,"Poor",5.7e+07,51774002,-5225998,-0.0916841754385965,"High",0,96,"PG-13","Action","English","USA",87745,287,331,18000,FALSE,FALSE,FALSE,FALSE,FALSE
"Captain Corelli's Mandolin ","John Madden",2001,5.9,"Average",5.7e+07,25528495,-31471505,-0.552131666666667,"High",0,131,"R","Drama","English","UK",28099,96,220,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Pacifier ","Adam Shankman",2005,5.5,"Average",5.6e+07,113006880,57006880,1.01798,"High",1,95,"PG","Action","English","Canada",66308,125,225,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Walking Tall ","Kevin Bray",2004,6.2,"Average",5.6e+07,45860039,-10139961,-0.181070732142857,"High",0,86,"PG-13","Action","English","USA",53118,117,221,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Forrest Gump ","Robert Zemeckis",1994,8.8,"Excellent",5.5e+07,329691196,274691196,4.99438538181818,"High",1,142,"PG-13","Comedy","English","USA",1251222,149,1398,59000,FALSE,TRUE,TRUE,TRUE,FALSE
"Alvin and the Chipmunks ","Tim Hill",2007,5.2,"Poor",6e+07,217326336,157326336,2.6221056,"High",1,92,"PG","Animation","English","USA",57276,131,146,0,FALSE,TRUE,TRUE,FALSE,FALSE
"Meet the Parents ","Jay Roach",2000,7,"Good",5.5e+07,166225040,111225040,2.02227345454545,"High",1,108,"PG-13","Comedy","English","USA",260442,150,507,0,FALSE,TRUE,TRUE,FALSE,FALSE
"Pocahontas ","Mike Gabriel",1995,6.6,"Good",5.5e+07,141600000,86600000,1.57454545454545,"High",1,84,"G","Adventure","English","USA",119675,92,216,0,FALSE,FALSE,TRUE,FALSE,FALSE
"Superman ","Richard Donner",1978,7.3,"Good",5.5e+07,134218018,79218018,1.4403276,"High",1,188,"PG","Action","English","USA",126357,169,497,0,FALSE,FALSE,TRUE,FALSE,FALSE
"The Nutty Professor ","Tom Shadyac",1996,5.6,"Average",5.4e+07,128769345,74769345,1.3846175,"High",1,95,"PG-13","Comedy","English","USA",86556,57,99,960,FALSE,FALSE,FALSE,FALSE,FALSE
"Hitch ","Andy Tennant",2005,6.6,"Good",7e+07,177575142,107575142,1.53678774285714,"High",1,118,"PG-13","Comedy","English","USA",244840,171,372,0,FALSE,TRUE,TRUE,FALSE,FALSE
"George of the Jungle ","Sam Weisman",1997,5.4,"Poor",5.5e+07,105263257,50263257,0.9138774,"High",1,92,"PG","Action","English","USA",56168,53,103,5000,FALSE,FALSE,FALSE,FALSE,FALSE
"American Wedding ","Jesse Dylan",2003,6.3,"Average",5.5e+07,104354205,49354205,0.897349181818182,"High",1,74,"R","Comedy","English","USA",162331,153,332,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Captain Phillips ","Paul Greengrass",2013,7.9,"Excellent",5.5e+07,107100855,52100855,0.947288272727273,"High",1,134,"PG-13","Biography","English","USA",323353,491,527,65000,FALSE,FALSE,FALSE,FALSE,FALSE
"Date Night ","Shawn Levy",2010,6.3,"Average",5.5e+07,98711404,43711404,0.7947528,"High",1,101,"PG-13","Comedy","English","USA",127571,247,207,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Casper ","Brad Silberling",1995,6,"Average",5e+07,100328194,50328194,1.00656388,"High",1,100,"PG","Comedy","English","USA",85903,26,92,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Equalizer ","Antoine Fuqua",2014,7.2,"Good",5.5e+07,101530738,46530738,0.846013418181818,"High",1,132,"R","Action","English","USA",229574,292,436,56000,FALSE,FALSE,FALSE,FALSE,FALSE
"Maid in Manhattan ","Wayne Wang",2002,5.1,"Poor",5.5e+07,93815117,38815117,0.7057294,"High",1,105,"PG-13","Comedy","English","USA",68417,114,242,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Crimson Tide ","Tony Scott",1995,7.3,"Good",5.3e+07,91400000,38400000,0.724528301886792,"High",1,123,"R","Action","English","USA",81026,82,194,0,FALSE,FALSE,FALSE,FALSE,FALSE
"The Pursuit of Happyness ","Gabriele Muccino",2006,8,"Excellent",5.5e+07,162586036,107586036,1.95610974545455,"High",1,117,"PG-13","Biography","English","USA",338383,201,611,32000,FALSE,TRUE,TRUE,FALSE,FALSE
"Flightplan ","Robert Schwentke",2005,6.2,"Average",5.5e+07,89706988,34706988,0.631036145454545,"High",1,98,"PG-13","Drama","English","USA",126746,231,600,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Disclosure ","Barry Levinson",1994,6,"Average",5.5e+07,83000000,2.8e+07,0.509090909090909,"High",1,128,"R","Drama","English","USA",36587,55,95,0,FALSE,FALSE,FALSE,FALSE,FALSE
"City of Angels ","Brad Silberling",1998,6.7,"Good",5.5e+07,78745923,23745923,0.431744054545455,"High",1,114,"PG-13","Drama","English","Germany",94407,110,322,0,FALSE,FALSE,FALSE,FALSE,FALSE
"Kill Bill: Vol. 1 ","Quentin Tarantino",2003,8.1,"Excellent",3e+07,70098138,40098138,1.3366046,"Medium",1,111,"R","Action","English","USA",735784,354,2105,13000,FALSE,FALSE,FALSE,FALSE,FALSE
"Bowfinger ","Frank Oz",1999,6.4,"Average",5.5e+07,66365290,11365290,0.206641636363636,"High",1,85,"PG-13","Comedy","English","USA",56874,140,358,0,FALSE,FALSE,FALSE,FALSE,FALSE
